Make	Model	MakeCode	FamilyCode	YearGroup	MonthGroup	SequenceNum	Description	CurrentRelease	ImportFlag	LimitedEdition	Series	SeriesModelYear	BadgeDescription	BadgeSecondaryDescription	BodyStyleDescription	BodyConfigDescription	WheelBaseConfig	Roofline	ExtraIdentification	DriveDescription	DriveCode	GearTypeDescription	GearLocationDescription	GearNum	DoorNum	EngineSize	EngineDescription	Cylinders	FuelTypeDescription	InductionDescription	OptionCategory	CamDescription	EngineTypeDescription	FuelCapacity	FuelDeliveryDescription	MethodOfDeliveryDescription	GrossCombinationMAss	GrossVehicleMass	VIN	WheelBase	Height	Length	Width	KerbWeight	TareMass	PayLoad	Power	PowerRPMFrom	PowerRPMTo	Torque	TorqueRPMFrom	TorqueRPMTo	RonRating	SeatCapacity	ModelCode	BuildCountryOriginDescription	ValvesCylinder	EngineCycleDescription	EngineConfigurationDescription	EngineLocation	EngineNum	Acceleration	FrontTyreSize	RearTyreSize	FrontRimDesc	RearRimDesc	TowingBrakes	TowingNoBrakes	WarrantyCustAssist	FreeScheduledService	WarrantyYears	WarrantyKM	FirstServiceKM	FirstServiceMonths	RegServiceMonths	AltEngEngineType	AltEngBatteryType	AltEngCurrentType	AltEngAmpHours	AltEngVolts	AltEngChargingMethod	AltEngPower	AltEngPowerFrom	AltEngPowerTo	AltEngTorque	AltEngTorqueFrom	AltEngTorqueTo	AltEngDrive	NormalChargeMins	QuickChargeMins	NormalChargeVoltage	QuickChargeVoltage	KMRangeElectricEng	ElectricEngineLocation	TopSpeedElectricEng	GreenhouseRating	AirpollutionRating	OverallGreenStarRating	CO2Combined	CO2Urban	CO2ExtraUrban	FuelUrban	FuelExtraurban	FuelCombined	EmissionStandard	MaxEthanolBlend	AncapRating	VFactsClass	VFactsSegment	VFactsPrice	IsPPlateApproved	AverageKM	GoodKM	AvgWholesale	AvgRetail	GoodWholesale	GoodRetail	TradeMin	TradeMax	PrivateMax	NewPrice	Colour	Branch	SaleCategory	Sold_Date	Compliance_Date	Age_Comp_Months	KM	Sold_Amount
Renault	Master	RENA	MASTER	2014	9	28	X62 Van Mid Roof LWB 4dr. AMT 6sp 1540kg 2.3DT (L3H2)	F	L	F	X62	NULL	NULL	NULL	Van	NULL	Long Wheelbase	Mid Roof	L3H2	Front Wheel Drive	FWD	Sports Automatic Single Clutch	Dash	6	4	2299	2.3	4	Diesel	Turbo Intercooled	CC	Overhead Cam	Piston	100	Direct Injection	Electronic Sequential	NULL	3510	VF1MAF4ZEB0######	4332	2549	6198	2070	1970	1903	1540	110.00	NULL	3500	350	NULL	1500	NULL	3	NULL	FRANCE	4	4 Stroke	In-line	Front	M9TD8** #######	NULL	225/65 R16	225/65 R16	16x6.5	16x6.5	2500	750	3yr Roadside	NULL	3	200000	30000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Euro 5	NULL	NULL	Heavy Commercial	Trucks 3,501-7,500 kgs GVM	NULL	T	90	60	25450	32000	28050	35150	23000	25900	31600	49490	White	Belmore (NSW)	Auction	2017-11-22 00:00:00.000	06/2014	41	53557	24350.00
Chrysler	300	CHRY	300	2014	0	2	LX MY14 C Sedan 4dr E-Shift 8sp 3.6i	F	L	F	LX	MY14	C	NULL	Sedan	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	8	4	3604	3.6	6	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	72	Multi-Point Injection	Electronic Sequential	NULL	2359	2C3CCAUG*EH######	3052	1488	5066	1905	1897	1838	462	210.00	NULL	6350	340	NULL	4650	91	5	LXZP4827P-8AL	CANADA	4	4 Stroke	V60	Front	GCH######	7.00	235/55 R18	235/55 R18	18x7.5	18x7.5	1724	750	3yr Roadside Assist	NULL	3	100000	NULL	NULL	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	7.50	3.50	219	325	157	13.90	6.70	9.40	NULL	NULL	NULL	Passenger	Upper Large	< $100K	T	75	45	22500	27000	25000	29750	20400	23000	27400	46500	White	Belmore (NSW)	Auction	2017-10-25 00:00:00.000	05/2014	41	68760	23250.00
Ford	Ranger	FORD	RANGER	2012	0	20	PX XL Cab Chassis Double Cab 4dr Man 6sp 4x4 1291kg 2.2DT	F	L	F	PX	NULL	XL	NULL	Cab Chassis	Dual Cab	NULL	NULL	NULL	4X4 Dual Range	4XD	Manual	Floor	6	4	2198	2.2	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	80	Direct Injection	Electronic Sequential	5950	3200	MNAUMEF80C*######	3220	1815	5110	1850	1909	NULL	1291	110.00	NULL	3700	375	1500	2500	NULL	5	NULL	THAILAND	4	4 Stroke	In-line	Front	P4AT-######	NULL	255/70 R16	255/70 R16	16x7.0	16x7.0	3350	750	1 year roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	235	NULL	NULL	NULL	NULL	8.90	NULL	NULL	5	Light Commercial	PU/CC 4x4	NULL	T	150	100	19550	23650	21900	26300	17400	19900	24100	42890	White	Dubbo (NSW)	Auction	2017-08-24 00:00:00.000	11/2012	57	163094	12500.00
Toyota	Camry	TOYO	CAMRY	2012	0	5	AVV50R Hybrid H Sedan 4dr CVT 1sp 2.5i/105kW Hybrid	F	L	F	AVV50R	NULL	Hybrid	H	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Floor	1	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston - Electric	65	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BD3FK10#######	2775	1470	4815	1825	1610	1570	490	118.00	NULL	5700	213	NULL	4500	91	5	AVV50R-DEXDBQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-######	8.00	215/60 R16	215/60 R16	16x6.5	16x6.5	300	300	NULL	NULL	3	100000	5000	3	9	Permanent Magnet	Nickel Metal Hydride	AC	NULL	650.00	Engine	105.00	NULL	NULL	270.00	NULL	NULL	Wheels Front	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8.00	8.50	5.00	121	132	114	5.70	4.90	5.20	Euro 5	NULL	5	Passenger	Medium	< $60K	T	130	80	10000	13000	11850	14850	8800	10700	13400	34990	061 - Diamond White (T)	Sunshine (VIC)	Special Fixed Price	2016-12-14 00:00:00.000	06/2012	54	81345	15000.00
Toyota	Hilux	TOYO	HILUX	2006	0	9	GGN15R MY05 SR Utility Dual Cab 4dr Auto 5sp 1115kg 4.0i	F	L	F	GGN15R	MY05	SR	NULL	Utility	Dual Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Automatic	Floor	5	4	3956	4.0	6	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	76	Multi-Point Injection	Electronic Sequential	4600	2710	MR0EU12G100######	3085	1695	5130	1760	1595	1545	1115	175.00	NULL	5200	343	2400	4800	91	5	GGN15R-PRADKQ	THAILAND	4	4 Stroke	V60	Front	1GR-#######	NULL	205/70 R15 C	205/70 R15 C	15x6.0	15x6.0	2250	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	280	NULL	NULL	NULL	NULL	11.80	NULL	NULL	NULL	Light Commercial	PU/CC 4X2	NULL	T	330	220	8550	11250	10500	13550	7300	9500	12200	34030	040 - Glacier White (T)	Belmore (NSW)	Fixed Price	2016-03-14 00:00:00.000	11/2006	112	37862	11550.00
Toyota	Hilux	TOYO	HILUX	2013	0	31	KUN26R MY12 SR Utility Double Cab 4dr Man 5sp 4x4 865kg 3.0DT	F	L	F	KUN26R	MY12	SR	NULL	Utility	Dual Cab	NULL	NULL	NULL	4X4	4X4	Manual	Floor	5	4	2982	3.0	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	76	Direct Injection	Electronic Sequential	5310	2780	MR0FZ22G700######	3085	1850	5135	1760	1915	1860	865	126.00	NULL	3600	343	1400	3400	NULL	5	KUN26R-PRMDYQ	THAILAND	4	4 Stroke	In-line	Front	1KD-#######	NULL	205 R16 C	205 R16 C	16x6.0	16x6.0	2500	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	219	NULL	NULL	10.30	7.10	8.30	NULL	NULL	4	Light Commercial	PU/CC 4x4	NULL	T	120	80	24000	28650	26600	31600	21700	24500	29100	41990	040 - Glacier White (T)	Adelaide (SA)	Dealer Only Auction	2017-05-02 00:00:00.000	02/2013	51	96183	22000.00
Ford	Kuga	FORD	KUGA	2014	0	3	TF Trend Wagon 5dr PwrShift 6sp AWD 2.0DT	F	L	F	TF	NULL	Trend	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 On Demand	4XO	Sports Automatic Dual Clutch	Floor	6	5	1998	2.0	4	Diesel	Turbo Intercooled	SUV	Double Overhead Cam	Piston	60	Direct Injection	Electronic Sequential	NULL	2230	WF0AXXWPMA**#####	2690	1701	4524	1838	1749	1703	481	120.00	NULL	4000	340	NULL	1750	NULL	5	29386DA	SPAIN	4	4 Stroke	In-line	Front	******#####	NULL	235/50 R18	235/50 R18	18x7.5	18x7.5	1500	750	1 year Roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	6.00	3.50	166	198	148	7.50	5.60	6.30	NULL	NULL	5	SUV	Medium	< $60K	T	75	45	17050	20850	19100	23150	15100	17200	21100	39240	Bronze	Belmore (NSW)	Auction	2017-10-24 00:00:00.000	01/2014	45	101312	11700.00
Toyota	Camry	TOYO	CAMRY	2016	0	2	ASV50R Atara SX Sedan 4dr Spts Auto 6sp 2.5i	F	L	F	ASV50R	NULL	Atara SX	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	S/Wheel & Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1835	1505	1450	595	135.00	NULL	6000	235	NULL	4100	91	5	ASV50R-DETVKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	225/45 R18	225/45 R18	18x7.5	18x7.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	25	15	18850	22900	21000	25300	16700	19000	23200	31990	3R3 - Wildfire (T)	Belmore (NSW)	Dealer Only Auction	2017-05-03 00:00:00.000	04/2016	13	21053	23500.00
Holden	Ute	HOLD	UTE	2015	0	0	VF MY15 Ute Extended Cab 2dr. Spts Auto 6sp 3.6i	F	L	F	VF	MY15	NULL	NULL	Utility	Extended Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	2	3564	3.6	6	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	71	Direct Injection	Electronic Sequential	NULL	NULL	6G1FA4?##FL######	3009	1494	5062	1898	1656	1611	NULL	210.00	NULL	6700	350	NULL	2800	91	2	8EK80-178	AUSTRALIA	4	4 Stroke	V60	Front	NULL	NULL	225/60 R16	225/60 R16	16x7.0	16x7.0	1600	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	8.50	4.00	216	298	168	12.50	7.00	9.00	Euro 4	E10	5	Light Commercial	PU/CC 4X2	NULL	T	60	40	15950	19550	17850	21750	14100	16100	19800	33490	Heron White	Sunshine (VIC)	Auction	2016-09-13 00:00:00.000	02/2015	19	80653	16500.00
Holden	Ute	HOLD	UTE	2007	0	1	VZ MY06 Utility Extended Cab 2dr. Auto 4sp 818kg 3.6i	F	L	F	VZ	MY06	NULL	NULL	Utility	Extended Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Automatic	Floor	4	2	3565	3.6	6	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3805	2365	6G1ZK43B?6L######	2939	1476	5052	1845	1547	1453	818	172.00	NULL	6000	320	NULL	2800	91	2	8VK80-014	AUSTRALIA	4	4 Stroke	V60	Front	10HBAH-04#######	NULL	205/65 R15	205/65 R15	15x7.0	15x7.0	1440	NULL	3yr Roadside	NULL	3	100000	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	4.50	3.00	260	NULL	NULL	NULL	NULL	11.00	NULL	NULL	NULL	Light Commercial	PU/CC 4X2	NULL	T	300	200	4250	6800	6000	8550	3600	5400	7700	27990	White	Geebung (QLD)	Auction	2016-08-17 00:00:00.000	02/2007	114	229759	2850.00
Toyota	Camry	TOYO	CAMRY	2016	0	2	ASV50R Atara SX Sedan 4dr Spts Auto 6sp 2.5i	F	L	F	ASV50R	NULL	Atara SX	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	S/Wheel & Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1835	1505	1450	595	135.00	NULL	6000	235	NULL	4100	91	5	ASV50R-DETVKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	225/45 R18	225/45 R18	18x7.5	18x7.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	25	15	18850	22900	21000	25300	16700	19000	23200	31990	1F7 - Silver Pearl (T)	Belmore (NSW)	Dealer Only Auction	2017-01-11 00:00:00.000	03/2016	10	12048	21700.00
Holden	Ute	HOLD	UTE	2011	0	0	VE II Omega Utility Extended Cab 2dr. Spts Auto 6sp 3.0i	F	L	F	VE II	NULL	Omega	NULL	Utility	Extended Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	2	2997	3.0	6	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	71	Direct Injection	Electronic Sequential	NULL	NULL	6G1EK4E5*BL######	3009	1463	5060	1899	1707	1661	NULL	190.00	NULL	6700	290	NULL	2900	91	2	8EK80-178	AUSTRALIA	4	4 Stroke	V60	Front	NULL	NULL	225/60 R16	225/60 R16	16x7.0	16x7.0	1600	1000	1yr Roadside	NULL	3	100000	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.50	8.50	4.00	229	306	184	12.90	7.70	9.60	Euro 5	E85	5	Light Commercial	PU/CC 4X2	NULL	T	180	120	9250	12100	10950	13950	8200	9900	12500	35490	Silver	Newcastle (NSW)	Auction	2016-07-20 00:00:00.000	05/2011	62	87710	13000.00
Hyundai	iMax	HYUN	IMAX	2013	0	0	TQ-W MY13 Wagon 8st 5dr. Auto 4sp 802kg 2.4i	F	L	F	TQ-W	MY13	NULL	NULL	Wagon	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Automatic	Dash	4	5	2359	2.4	4	Petrol - Unleaded ULP	Aspirated	CC	Double Overhead Cam	Piston	75	Multi-Point Injection	Electronic Sequential	4930	2930	KMHW?81RMDU######	3200	1925	5125	1920	2128	2080	802	129.00	NULL	6000	228	NULL	4200	91	8	NULL	SOUTH KOREA	4	4 Stroke	In-line	Front	G4KG* ######	NULL	215/70 R16	215/70 R16	16x6.5	16x6.5	1500	750	Roadside Assistance	NULL	5	-1	1500	1	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	3.00	2.50	250	318	217	13.30	9.00	10.60	NULL	NULL	4	Passenger	People Movers	< $60K	T	120	80	16350	20000	18350	22300	14400	16500	20300	38290	White	Adelaide (SA)	Auction	2017-02-22 00:00:00.000	12/2013	38	54847	19500.00
Toyota	RAV4	TOYO	RAV4	2015	0	10	ASA44R MY14 Cruiser Wagon 5dr Spts Auto 6sp AWD 2.5i	F	L	F	ASA44R	MY14	Cruiser	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 On Demand	4XO	Sports Automatic	Floor	6	5	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	60	Multi-Point Injection	Electronic Sequential	NULL	2130	JTMDFREV405######	2660	1715	4570	1845	1630	1595	495	132.00	NULL	6000	233	NULL	4100	91	5	ASA44R-ANTGKQ	JAPAN	4	4 Stroke	In-line	Front	2AR #######	NULL	235/55 R18	235/55 R18	18x7.5	18x7.5	1500	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	8.50	4.50	198	264	159	11.40	6.80	8.50	Euro 4	E10	5	SUV	Medium	< $60K	T	50	30	28400	33650	31150	36850	25800	28800	34000	44990	1G3 - Graphite (T)	Belmore (NSW)	Dealer Only Auction	2016-05-04 00:00:00.000	04/2015	13	16587	36000.00
Toyota	Corolla	TOYO	COROLLA	2015	0	9	ZRE172R Ascent Sedan 4dr S-CVT 7sp 1.8i	F	L	F	ZRE172R	NULL	Ascent	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Floor	7	4	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	55	Multi-Point Injection	Electronic Sequential	NULL	1735	MR053REH2042#####	2700	1460	4620	1776	1280	1245	455	103.00	NULL	6400	173	NULL	4000	91	5	ZRE172R-GEXDKQ	THAILAND	4	4 Stroke	In-line	Front	2ZR-#######	NULL	195/65 R15	195/65 R15	15x6.0	15x6.0	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	153	200	125	8.60	5.40	6.60	Euro 4	E10	5	Passenger	Small	< $40K	T	50	30	12950	15000	14700	16900	11400	13200	15800	22990	040 - Glacier White (T)	Belmore (NSW)	Dealer Only Auction	2016-11-16 00:00:00.000	02/2015	21	40259	14700.00
Toyota	Corolla	TOYO	COROLLA	2014	0	11	ZRE172R Ascent Sedan 4dr S-CVT 7sp 1.8i	F	L	F	ZRE172R	NULL	Ascent	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Floor	7	4	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	55	Multi-Point Injection	Electronic Sequential	NULL	1735	MR053REH2042#####	2700	1460	4620	1776	1280	1245	455	103.00	NULL	6400	173	NULL	4000	91	5	ZRE172R-GEXDKQ	THAILAND	4	4 Stroke	In-line	Front	2ZR-#######	NULL	195/65 R15	195/65 R15	15x6.0	15x6.0	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	153	200	125	8.60	5.40	6.60	Euro 4	E10	5	Passenger	Small	< $40K	T	75	45	11900	13900	13600	15750	10400	12200	14700	22990	040 - Glacier White (T)	Chullora (NSW)	Dealer Only Auction	2017-11-29 00:00:00.000	06/2014	41	43466	13000.00
Toyota	Corolla	TOYO	COROLLA	2013	0	1	ZRE182R Ascent Hatchback 5dr S-CVT 7sp 1.8i	F	L	F	ZRE182R	NULL	Ascent	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Floor	7	5	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	50	Multi-Point Injection	Electronic Sequential	NULL	NULL	JTNKU3JE501######	2600	1460	4275	1760	1275	1245	NULL	103.00	NULL	6400	173	NULL	4000	91	5	ZRE182R-AHXDKQ	JAPAN	4	4 Stroke	In-line	Front	2ZR-#######	NULL	205/55 R16	205/55 R16	16x6.5	16x6.5	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	8.50	5.00	152	197	127	8.50	5.40	6.60	Euro 4	E10	5	Passenger	Small	< $40K	T	100	60	10550	12600	12350	14350	9300	11100	13400	21990	3R3 - Wildfire (T)	Belmore (NSW)	Auction	2016-10-11 00:00:00.000	07/2013	39	64156	11250.00
Toyota	Camry	TOYO	CAMRY	2014	0	0	ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i	F	L	F	ASV50R	NULL	Altise	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4815	1825	1465	1420	635	133.00	NULL	6000	231	NULL	4100	91	5	ASV50R-DETDKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AZR-#######	9.30	215/60 R16	215/60 R16	16x6.5	16x6.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	75	45	11150	14200	12950	16050	9900	11700	14500	30490	061 - Diamond White (T)	Belmore (NSW)	Auction	2017-01-24 00:00:00.000	11/2014	26	79977	11700.00
Toyota	Corolla	TOYO	COROLLA	2011	0	1	ZRE152R MY11 Ascent Hatchback 5dr Auto 4sp 1.8i	F	L	F	ZRE152R	MY11	Ascent	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Automatic	Floor	4	5	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	55	Multi-Point Injection	Electronic Sequential	3105	1805	JTNKU52E#01######	2600	1515	4245	1760	1310	1295	495	100.00	NULL	6000	175	NULL	4400	91	5	ZRE152R-AHPDKQ	JAPAN	4	4 Stroke	In-line	Front	2ZR-#######	NULL	195/65 R15	195/65 R15	15x6.0	15x6.0	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	6.50	3.50	173	225	143	9.70	6.10	7.40	Euro 4	NULL	5	Passenger	Small	< $40K	T	150	90	7200	9200	8800	10850	6200	7900	10100	22990	040 - Glacier White (T)	Belmore (NSW)	Dealer Only Auction	2017-04-19 00:00:00.000	02/2011	74	42154	10500.00
Nissan	Patrol	NISS	PATROL	2015	0	1	Y61 GU 9 DX Wagon 5dr Auto 4sp 4x4 3.0DT	F	L	F	Y61 GU 9	NULL	DX	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 Dual Range	4XD	Automatic	Floor	4	5	2953	3.0	4	Diesel	Turbo Intercooled	SUV	Double Overhead Cam	Piston	125	Direct Injection	Electronic	NULL	3020	JN1TESY61A0######	2970	1855	5050	1940	NULL	2334	686	118.00	NULL	3600	354	NULL	2000	NULL	5	PATROLZA9W DX	JAPAN	4	4 Stroke	In-line	Front	ZD30-######*	NULL	265/70 R16	265/70 R16	16x8.0	16x8.0	2500	750	Roadside Assist	NULL	3	100000	10000	6	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3.50	3.00	2.00	313	375	275	14.30	10.30	11.80	Euro 4	NULL	3	SUV	Upper Large	< $100K	T	35	20	31950	37750	34950	41200	29200	32400	38100	56890	White	Belmore (NSW)	Auction	2017-03-14 00:00:00.000	01/2015	26	86963	27500.00
Holden	Colorado	HOLD	COLORAD	2011	0	16	RC MY11 LX-R Utility Crew Cab 4dr. Man 5sp 4x4 1028kg 3.0DT	F	L	T	RC	MY11	LX-R	NULL	Utility	Dual Cab	NULL	NULL	NULL	4X4	4X4	Manual	Floor	5	4	2999	3.0	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	76	Multi-Point Injection	Electronic Sequential	5900	2900	MMMTFS85H3T######	3050	1750	4900	1800	1872	1860	1028	120.00	NULL	3600	360	NULL	1800	NULL	5	82G43-275	THAILAND	4	4 Stroke	In-line	Front	4JJ1TC ######	NULL	245/70 R16	245/70 R16	16x7.0	16x7.0	3000	750	1yr Roadside	NULL	3	100000	3000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	228	NULL	NULL	NULL	NULL	8.50	NULL	NULL	3	Light Commercial	PU/CC 4x4	NULL	T	180	120	15400	18900	17500	21300	13600	15800	19400	36990	White	Sunshine (VIC)	Auction	2016-07-05 00:00:00.000	02/2011	65	176909	12600.00
